race,sex,marital,educ,age,expdesgn,odds1,odds2,earthsun,viruses,condrift,evolved,radioact,hotcore,boyorgrl,electron,bigbang,lasers,bibrev,evolvedrev,bigbangrev,female,married,race_black,race_other
1,2,3,14,34,0,1,1,0,1,1,0,0,0,1,1,0,0,3,1,1,1,0,0,0
1,1,3,11,62,0,1,1,0,0,1,0,1,1,1,0,0,0,3,1,1,0,0,0,0
1,2,5,16,25,0,1,1,0,1,1,0,1,1,1,1,1,0,2,1,0,1,0,0,0
1,2,4,12,49,1,1,1,0,1,0,1,1,1,1,1,0,1,2,0,1,1,0,0,0
1,2,4,12,49,1,1,1,1,0,1,1,0,1,0,0,0,0,3,0,1,1,0,0,0
1,1,4,15,38,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
1,1,3,12,61,0,1,1,0,0,1,0,0,1,1,1,0,0,2,1,1,0,0,0,0
1,2,1,9,28,1,1,1,1,0,1,0,1,1,1,0,0,0,2,1,1,1,1,0,0
1,1,1,12,60,0,1,0,1,1,0,0,1,1,1,0,0,1,3,1,1,0,1,0,0
1,2,2,12,83,0,1,1,1,1,0,0,1,0,1,0,0,0,2,1,1,1,0,0,0
1,1,3,8,67,0,1,0,0,0,1,1,1,1,0,0,0,0,2,0,1,0,0,0,0
3,1,1,10,69,0,1,1,0,0,1,1,1,1,1,1,1,0,3,0,0,0,1,0,1
1,2,2,8,86,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0
1,2,1,14,54,0,1,1,0,1,1,0,1,1,1,0,0,0,2,1,1,1,1,0,0
1,1,2,8,87,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,0,0,0,0
1,2,1,12,26,0,1,1,1,0,1,0,0,1,1,1,0,1,3,1,1,1,1,0,0
1,1,3,11,64,1,1,0,0,1,1,0,1,1,1,1,0,1,2,1,1,0,0,0,0
1,2,1,12,38,0,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,1,0,0
1,2,5,9,27,1,1,0,1,0,1,0,1,1,1,0,0,0,3,1,1,1,0,0,0
1,1,3,12,48,0,1,1,0,1,1,0,1,1,0,0,0,0,2,1,1,0,0,0,0
1,2,1,11,25,0,1,1,1,0,1,0,0,1,1,0,0,0,3,1,1,1,1,0,0
1,1,1,12,54,0,0,0,0,1,1,0,0,0,1,0,0,0,2,1,1,0,1,0,0
1,2,1,11,27,1,1,1,1,0,1,0,1,1,0,0,0,0,3,1,1,1,1,0,0
1,2,1,9,42,0,0,0,0,0,1,0,1,1,1,0,0,0,3,1,1,1,1,0,0
1,1,1,9,32,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0
1,1,1,12,33,1,1,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0
1,2,1,17,43,1,1,1,0,0,1,0,1,1,1,1,0,0,2,1,1,1,1,0,0
1,2,5,14,30,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0
1,1,3,13,55,0,1,1,0,1,1,0,1,1,0,0,0,1,3,1,1,0,0,0,0
1,1,1,12,65,1,1,1,0,1,0,0,1,1,0,0,0,0,3,1,1,0,1,0,0
1,1,1,18,25,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0
1,2,1,13,32,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,1,0,0
1,2,5,11,30,0,0,0,1,0,1,1,0,0,1,1,0,0,3,0,1,1,0,0,0
1,2,1,16,41,1,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,0,0
1,1,1,12,70,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,0
1,2,1,8,50,0,0,1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,1,0,0
1,2,1,12,43,0,0,1,1,1,1,0,1,1,1,0,0,0,3,1,1,1,1,0,0
1,2,5,9,20,1,1,1,0,0,1,0,0,1,0,1,0,1,2,1,1,1,0,0,0
1,2,1,14,43,0,1,0,0,1,0,0,0,1,1,0,0,1,3,1,1,1,1,0,0
2,2,5,12,31,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1,1,1,0,1,0
2,2,3,16,53,0,1,1,1,1,1,0,0,1,1,0,0,0,3,1,1,1,0,1,0
1,1,1,8,30,0,1,1,0,1,0,0,1,1,1,0,0,0,2,1,1,0,1,0,0
2,2,3,16,44,0,1,1,0,1,0,0,1,1,1,1,0,0,3,1,1,1,0,1,0
2,1,5,14,21,0,1,1,1,0,1,0,1,1,1,0,0,1,2,1,1,0,0,1,0
2,1,1,12,30,0,1,1,0,0,0,0,0,1,0,0,0,0,3,1,1,0,1,1,0
1,2,4,11,43,0,1,1,0,0,1,0,1,0,1,1,0,0,2,1,1,1,0,0,0
1,1,1,12,34,0,1,1,0,0,1,0,0,1,0,1,1,1,3,1,0,0,1,0,0
1,2,3,14,46,0,1,1,1,0,0,0,0,1,1,0,0,0,3,1,1,1,0,0,0
1,2,4,10,74,0,1,0,0,0,0,0,0,0,1,1,0,0,3,1,1,1,0,0,0
1,2,1,20,32,1,1,1,1,1,1,1,1,1,1,1,0,0,2,0,1,1,1,0,0
1,2,5,16,22,1,1,1,1,1,1,0,1,1,1,1,0,1,3,1,1,1,0,0,0
1,2,1,11,56,0,1,1,0,0,1,1,1,0,1,0,0,0,3,0,1,1,1,0,0
1,2,5,13,24,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,1,0,0,0
1,2,1,12,49,1,1,0,0,0,1,0,1,0,0,1,0,0,3,1,1,1,1,0,0
1,1,1,14,60,1,1,1,1,1,0,0,1,1,0,0,0,1,3,1,1,0,1,0,0
1,2,3,11,40,1,0,1,0,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0
1,2,1,17,45,1,1,1,0,1,1,1,0,0,1,0,1,1,2,0,0,1,1,0,0
1,2,1,14,33,1,1,1,1,1,0,0,0,1,1,1,0,1,2,1,1,1,1,0,0
1,1,3,17,35,0,1,1,1,1,1,1,1,1,1,1,0,1,3,0,1,0,0,0,0
1,2,3,9,32,0,1,1,0,0,1,0,0,1,0,0,0,0,3,1,1,1,0,0,0
1,1,5,14,27,1,1,1,0,1,1,0,1,1,0,0,0,1,3,1,1,0,0,0,0
1,2,3,16,48,1,1,1,1,1,1,1,0,1,1,0,1,0,2,0,0,1,0,0,0
1,2,1,12,57,0,1,1,1,0,1,0,1,1,1,1,0,0,3,1,1,1,1,0,0
1,1,1,10,24,1,1,1,1,0,1,0,1,1,0,1,0,1,3,1,1,0,1,0,0
1,1,3,10,55,0,1,1,0,1,1,0,1,1,0,0,1,1,3,1,0,0,0,0,0
1,2,5,12,34,1,1,1,1,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0
1,1,5,12,19,0,0,1,0,0,1,0,1,1,0,1,0,1,3,1,1,0,0,0,0
1,1,3,10,61,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0
1,2,1,18,63,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0
1,2,1,12,32,0,0,0,0,1,1,0,0,1,1,0,0,1,3,1,1,1,1,0,0
1,1,3,12,28,0,1,0,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0
1,1,4,9,63,0,1,1,0,0,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0
1,1,1,12,42,0,1,1,0,1,0,0,0,1,1,0,0,0,3,1,1,0,1,0,0
1,1,1,12,73,1,0,0,1,0,0,0,1,0,0,0,0,1,3,1,1,0,1,0,0
1,2,3,16,30,1,1,1,1,0,1,1,1,1,0,1,0,1,2,0,1,1,0,0,0
1,1,5,12,56,0,1,1,0,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0
2,2,5,12,48,0,0,0,0,0,1,0,1,1,0,0,0,0,3,1,1,1,0,1,0
2,2,1,6,63,0,1,0,0,0,1,0,0,0,1,0,1,0,3,1,0,1,1,1,0
1,2,1,14,47,1,1,1,1,1,0,0,0,0,1,0,0,0,3,1,1,1,1,0,0
2,1,1,12,37,1,1,0,1,0,1,0,0,1,1,0,0,0,2,1,1,0,1,1,0
1,2,1,12,57,1,1,1,0,1,1,0,0,1,1,0,0,0,2,1,1,1,1,0,0
1,1,5,14,21,1,1,1,1,0,0,0,1,1,0,0,0,0,3,1,1,0,0,0,0
2,2,3,17,51,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,1,0,1,0
1,2,2,8,64,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0
1,1,3,12,53,0,1,1,0,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0,0
1,2,2,12,66,0,1,1,0,1,1,0,0,1,1,0,0,0,3,1,1,1,0,0,0
2,1,1,5,62,0,1,0,0,0,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0
1,2,3,12,26,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,1,1,0,0,0
1,1,5,14,36,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,0,0,0
2,2,2,11,59,0,1,1,0,0,1,0,1,1,1,0,0,0,3,1,1,1,0,1,0
2,1,5,11,49,0,0,1,1,0,1,0,1,1,0,0,1,0,3,1,0,0,0,1,0
2,1,1,16,55,1,1,1,1,1,1,0,1,1,0,1,0,0,3,1,1,0,1,1,0
2,2,1,12,23,0,0,1,0,0,1,1,0,1,0,1,1,0,3,0,0,1,1,1,0
2,1,3,12,46,0,0,1,0,0,1,0,1,1,0,1,0,0,3,1,1,0,0,1,0
3,2,1,13,20,1,1,1,0,1,1,0,0,1,0,0,0,0,3,1,1,1,1,0,1
1,2,1,14,48,0,1,1,0,0,1,0,0,0,0,1,0,0,2,1,1,1,1,0,0
1,1,3,16,58,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
1,1,1,12,61,0,1,1,0,0,1,0,1,1,1,0,0,0,3,1,1,0,1,0,0
1,2,1,12,76,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,1,1,1,0,0
1,2,1,12,53,0,1,1,0,0,0,0,0,1,1,1,0,0,3,1,1,1,1,0,0
1,1,1,9,73,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
1,2,1,20,38,1,1,1,1,1,1,1,1,1,0,0,0,1,2,0,1,1,1,0,0
2,1,5,13,22,0,1,1,1,0,1,1,1,1,1,0,0,0,3,0,1,0,0,1,0
2,2,3,15,32,0,1,1,0,1,1,0,0,1,1,1,0,0,2,1,1,1,0,1,0
1,1,3,12,63,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0
1,2,1,10,74,0,0,1,1,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0,0
1,1,1,15,62,1,1,1,1,1,1,0,1,1,1,1,0,1,3,1,1,0,1,0,0
1,2,1,12,70,1,1,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,1,0,0
2,2,2,8,62,0,1,0,0,0,1,1,0,0,1,0,0,0,3,0,1,1,0,1,0
2,2,5,11,40,0,1,1,0,0,1,0,1,1,1,1,0,1,3,1,1,1,0,1,0
2,2,5,14,30,1,0,1,0,0,0,1,0,1,1,0,0,0,3,0,1,1,0,1,0
1,1,1,12,47,0,1,1,0,0,1,0,0,0,1,0,0,0,2,1,1,0,1,0,0
1,2,5,12,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,0
2,2,3,13,38,0,0,1,0,1,1,0,1,1,1,0,0,0,3,1,1,1,0,1,0
1,1,1,17,24,1,1,1,1,1,1,0,1,1,1,1,0,1,2,1,1,0,1,0,0
1,2,1,12,78,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,1,0,0
2,2,5,12,26,0,1,1,1,0,0,1,0,1,0,1,0,0,3,0,1,1,0,1,0
2,2,2,14,53,1,1,1,0,1,0,0,1,0,1,0,0,0,3,1,1,1,0,1,0
1,1,5,17,25,0,1,1,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,0,0
1,1,1,12,52,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1,0,1,0,0
2,2,4,12,36,0,1,0,0,0,1,0,1,0,0,0,0,0,3,1,1,1,0,1,0
1,2,1,11,39,0,1,1,0,0,1,0,1,1,1,0,0,1,2,1,1,1,1,0,0
1,2,1,12,72,0,1,0,0,0,1,0,0,0,1,0,0,0,2,1,1,1,1,0,0
1,2,1,13,32,0,1,1,1,1,0,0,0,1,1,1,0,0,3,1,1,1,1,0,0
1,1,5,9,65,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0
1,2,1,10,50,0,1,0,1,1,1,0,1,1,0,1,0,0,3,1,1,1,1,0,0
1,1,5,13,27,0,1,0,1,0,0,1,1,1,0,1,0,0,2,0,1,0,0,0,0
1,2,1,15,47,0,1,1,1,1,0,0,1,1,1,1,1,1,3,1,0,1,1,0,0
1,2,2,12,50,0,1,1,1,0,0,1,0,1,0,1,0,0,2,0,1,1,0,0,0
1,1,4,10,59,0,1,0,0,0,1,0,1,1,1,0,1,0,3,1,0,0,0,0,0
2,2,1,12,54,0,1,1,0,0,0,1,1,0,1,1,1,0,3,0,0,1,1,1,0
2,1,2,9,76,0,1,0,0,0,1,0,0,1,0,0,1,0,3,1,0,0,0,1,0
3,2,5,12,26,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1
1,2,5,15,22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0
1,2,5,14,23,1,1,1,1,0,1,0,1,1,1,0,0,0,3,1,1,1,0,0,0
1,2,3,9,65,1,1,1,1,1,1,0,0,1,1,1,0,0,2,1,1,1,0,0,0
1,2,5,18,50,0,1,0,1,0,1,0,1,1,0,1,0,0,3,1,1,1,0,0,0
1,2,3,17,54,0,1,1,1,0,1,0,0,1,1,0,0,0,3,1,1,1,0,0,0
1,2,5,14,23,0,1,1,0,0,1,0,0,1,0,1,0,1,3,1,1,1,0,0,0
1,2,3,12,40,0,1,0,0,0,1,0,0,1,1,0,0,0,3,1,1,1,0,0,0
1,2,1,19,43,0,1,1,0,0,1,0,0,1,1,0,0,1,2,1,1,1,1,0,0
1,2,3,16,29,0,1,1,1,0,1,1,1,1,0,0,0,0,3,0,1,1,0,0,0
3,2,1,10,84,1,1,0,1,0,0,0,0,1,1,0,0,0,2,1,1,1,1,0,1
1,2,1,13,31,0,1,1,0,0,1,0,1,1,1,1,1,1,3,1,0,1,1,0,0
1,1,3,12,40,0,1,0,0,0,1,0,1,0,1,1,0,0,3,1,1,0,0,0,0
1,1,1,14,50,1,1,1,0,1,1,0,1,1,1,0,0,1,3,1,1,0,1,0,0
1,1,1,10,64,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0
1,2,3,8,64,0,1,0,0,0,1,1,0,1,0,1,1,1,3,0,0,1,0,0,0
1,1,3,16,31,0,1,1,0,1,1,0,1,1,1,1,0,0,3,1,1,0,0,0,0
1,1,3,10,34,0,1,1,1,0,1,0,1,1,0,0,0,1,3,1,1,0,0,0,0
1,1,5,13,63,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0
1,2,1,12,38,0,1,1,0,1,0,0,1,1,1,1,0,1,3,1,1,1,1,0,0
1,2,1,14,37,0,1,1,1,0,0,0,0,1,1,1,0,1,2,1,1,1,1,0,0
1,1,3,13,38,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
1,1,5,13,46,1,1,1,1,1,1,0,1,1,0,1,0,1,3,1,1,0,0,0,0
3,2,2,8,49,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,0,1
1,1,3,13,46,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0
1,1,1,12,59,1,1,1,0,1,1,0,1,1,0,1,0,0,3,1,1,0,1,0,0
2,1,5,14,56,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0
3,1,5,11,18,0,1,1,0,0,1,1,1,1,0,1,0,1,3,0,1,0,0,0,1
1,2,1,12,68,0,1,1,0,1,0,0,0,0,1,0,0,0,3,1,1,1,1,0,0
1,2,1,13,31,1,0,0,1,0,1,0,1,1,1,0,0,1,2,1,1,1,1,0,0
1,2,1,8,81,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,1,1,1,0,0
2,1,5,10,27,1,1,0,1,0,1,0,1,1,0,1,0,0,3,1,1,0,0,1,0
1,2,3,12,59,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0
1,1,4,16,41,1,1,1,1,1,1,0,1,1,0,1,0,1,2,1,1,0,0,0,0
1,2,5,9,28,0,0,1,0,0,1,1,1,1,0,0,0,1,2,0,1,1,0,0,0
1,2,5,12,28,0,1,1,0,0,1,1,1,1,1,1,1,1,2,0,0,1,0,0,0
1,1,1,16,54,1,1,0,0,0,0,0,1,1,0,0,0,0,2,1,1,0,1,0,0
3,1,5,12,44,0,0,0,0,0,1,1,0,1,1,0,0,0,2,0,1,0,0,0,1
1,1,5,17,60,1,1,1,1,1,1,1,1,1,0,1,0,1,2,0,1,0,0,0,0
3,2,1,19,44,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1
3,1,1,15,30,0,0,0,1,0,1,0,1,0,1,1,0,0,3,1,1,0,1,0,1
1,2,1,20,68,1,1,0,0,1,1,1,1,1,1,0,1,0,2,0,0,1,1,0,0
3,2,3,12,70,0,1,1,1,1,1,0,1,1,1,0,1,0,2,1,0,1,0,0,1
3,1,5,14,21,0,1,0,1,0,0,0,0,1,0,1,0,0,2,1,1,0,0,0,1
1,1,1,18,59,0,1,1,0,1,1,0,0,1,1,1,0,0,3,1,1,0,1,0,0
1,1,1,15,38,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0
3,2,1,12,52,0,1,0,0,0,1,1,0,1,0,0,1,0,3,0,0,1,1,0,1
1,2,1,12,58,0,0,0,1,1,1,0,1,0,1,1,0,0,3,1,1,1,1,0,0
1,2,1,15,50,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,0
1,2,2,12,75,0,1,1,0,0,1,0,1,0,1,0,0,0,3,1,1,1,0,0,0
1,1,4,10,51,0,1,1,0,0,1,0,0,1,0,0,0,1,1,1,1,0,0,0,0
1,1,1,12,54,1,1,1,1,1,1,1,1,1,0,1,0,0,2,0,1,0,1,0,0
1,2,1,12,70,0,1,0,0,0,1,0,0,0,0,0,0,0,3,1,1,1,1,0,0
1,1,3,12,35,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
1,2,3,13,36,0,1,1,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,0,0
1,1,3,13,53,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0
1,1,3,14,31,1,1,1,0,0,1,0,1,1,0,1,0,1,3,1,1,0,0,0,0
1,2,5,12,20,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0
1,2,1,12,53,0,1,1,1,1,1,0,1,1,0,0,0,1,2,1,1,1,1,0,0
1,2,2,18,73,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0
1,2,5,12,22,0,1,1,0,1,1,1,0,1,1,1,0,0,2,0,1,1,0,0,0
2,2,2,6,64,0,0,0,0,1,0,0,0,1,1,0,0,0,3,1,1,1,0,1,0
1,2,1,14,47,0,0,0,1,1,1,0,1,1,1,1,0,0,2,1,1,1,1,0,0
1,2,1,14,27,0,1,0,0,0,0,0,0,1,0,0,0,0,3,1,1,1,1,0,0
2,2,5,12,40,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,1,1,0,1,0
1,1,1,18,34,0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,1,0,0
1,2,1,13,53,0,1,1,0,0,1,1,1,1,1,1,1,0,2,0,0,1,1,0,0
1,2,3,12,60,0,0,0,1,1,1,0,1,1,1,0,0,0,2,1,1,1,0,0,0
1,1,5,17,68,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0
1,2,1,14,31,0,1,1,1,1,1,0,1,1,1,0,0,0,3,1,1,1,1,0,0
1,2,1,18,35,0,1,1,1,1,1,0,1,1,1,1,0,0,2,1,1,1,1,0,0
1,1,1,15,45,1,1,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,1,0,0
1,2,2,12,89,0,1,1,1,0,1,1,1,1,0,0,0,0,3,0,1,1,0,0,0
2,2,5,12,32,0,1,1,0,0,1,0,0,1,0,0,0,0,2,1,1,1,0,1,0
1,2,5,13,23,1,1,1,1,1,1,0,1,1,1,0,0,1,2,1,1,1,0,0,0
1,1,1,12,24,1,1,1,1,0,1,0,1,1,1,1,0,1,3,1,1,0,1,0,0
1,1,1,10,46,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0
1,1,1,12,55,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,0,0,1,0,0
1,2,3,17,29,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,1,1,0,0,0
1,2,4,14,33,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0
1,1,5,12,33,0,1,0,0,1,1,1,1,1,1,1,0,0,2,0,1,0,0,0,0
1,1,1,14,67,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,0,0,1,0,0
1,2,1,16,35,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1,0,0
1,2,2,16,86,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,1,1,0,0,0
2,1,4,14,62,0,1,1,0,0,1,1,1,1,0,0,0,0,3,0,1,0,0,1,0
1,1,5,14,25,1,1,0,1,1,1,0,1,1,1,1,0,1,2,1,1,0,0,0,0
